央视直播,#genre#
河南卫视,http://zy.otioi.cn/live/live.php?token=OTl3ByOe14&id=henws

地方频道,#genre#
央视电影频道,http://zy.otioi.cn/live/place.php?id=dypd
超级华语电影,http://zy.otioi.cn/live/place.php?id=hydy
环球经典电影,http://zy.otioi.cn/live/place.php?id=gwdy
太原新闻综合,http://zy.otioi.cn/live/place.php?id=tyxw
太原经济生活,http://zy.otioi.cn/live/place.php?id=tyjj
太原社教法制,http://zy.otioi.cn/live/place.php?id=tyfz
太原影视频道,http://zy.otioi.cn/live/place.php?id=tyys
太原文体频道,http://zy.otioi.cn/live/place.php?id=tywt
太原佰乐购,http://zy.otioi.cn/live/place.php?id=tyblg
大同新闻综合,http://zy.otioi.cn/live/place.php?id=dtzh
大同公共频道,http://zy.otioi.cn/live/place.php?id=dtgg
大同生活频道,http://zy.otioi.cn/live/place.php?id=dtsh
西藏汉语卫视,http://zy.otioi.cn/live/place.php?id=xzws
西藏藏语卫视,http://zy.otioi.cn/live/place.php?id=xzzy
西藏影视频道,http://zy.otioi.cn/live/place.php?id=xzys
贵州卫视,http://zy.otioi.cn/live/place.php?id=gzsws
贵州公共频道,http://zy.otioi.cn/live/place.php?id=gzsgg
贵州影视频道,http://zy.otioi.cn/live/place.php?id=gzsys
贵州生活频道,http://zy.otioi.cn/live/place.php?id=gzssh
贵州法治频道,http://zy.otioi.cn/live/place.php?id=gzsfz
贵州科教频道,http://zy.otioi.cn/live/place.php?id=gzskj
贵州经济频道,http://zy.otioi.cn/live/place.php?id=gzsjj
贵州家有购物,http://zy.otioi.cn/live/place.php?id=gzsgw
贵州移动频道,http://zy.otioi.cn/live/place.php?id=gzsyd
黔西南新闻综合,http://zy.otioi.cn/live/place.php?id=qxnzh
黔西南公共频道,http://zy.otioi.cn/live/place.php?id=qxngg
湖南国际频道,http://zy.otioi.cn/live/place.php?id=hngj
湖南经视频道,http://zy.otioi.cn/live/place.php?id=hnjs
湖南都市频道,http://zy.otioi.cn/live/place.php?id=hnds
湖南娱乐频道,http://zy.otioi.cn/live/place.php?id=hnyl
湖南公共频道,http://zy.otioi.cn/live/place.php?id=hngg
湖南电视剧,http://zy.otioi.cn/live/place.php?id=hnys
茶频道,http://zy.otioi.cn/live/place.php?id=hnyc
金鹰纪实频道,http://zy.otioi.cn/live/place.php?id=jyjs
金鹰卡通频道,http://zy.otioi.cn/live/place.php?id=jykt
快乐垂钓频道,http://zy.otioi.cn/live/place.php?id=klcd
先锋乒羽频道,http://zy.otioi.cn/live/place.php?id=xfpy
快乐购物频道,http://zy.otioi.cn/live/place.php?id=klgw
长沙新闻频道,http://zy.otioi.cn/live/place.php?id=csxw
长沙政法频道,http://zy.otioi.cn/live/place.php?id=cszf
湖北卫视,http://zy.otioi.cn/live/place.php?id=hbws
湖北经视频道,http://zy.otioi.cn/live/place.php?id=hbjs
湖北综合频道,http://zy.otioi.cn/live/place.php?id=hbzh
湖北公共频道,http://zy.otioi.cn/live/place.php?id=hbgg
湖北影视频道,http://zy.otioi.cn/live/place.php?id=hbys
湖北生活频道,http://zy.otioi.cn/live/place.php?id=hbsh
湖北教育频道,http://zy.otioi.cn/live/place.php?id=hbjy
湖北垄上频道,http://zy.otioi.cn/live/place.php?id=hbls
湖北美嘉购物,http://zy.otioi.cn/live/place.php?id=hbgw
江苏卫视高清,http://zy.otioi.cn/live/place.php?id=jsws
江苏城市频道,http://zy.otioi.cn/live/place.php?id=jscs
江苏新闻频道,http://zy.otioi.cn/live/place.php?id=jsgg
江苏综艺频道,http://zy.otioi.cn/live/place.php?id=jszy
江苏影视频道,http://zy.otioi.cn/live/place.php?id=sys
江苏体育休闲,http://zy.otioi.cn/live/place.php?id=jsty
江苏教育频道,http://zy.otioi.cn/live/place.php?id=jsjy
江苏国际频道,http://zy.otioi.cn/live/place.php?id=jsgj
江苏优漫卡通,http://zy.otioi.cn/live/place.php?id=ymkt
常州综合频道,http://zy.otioi.cn/live/place.php?id=czzh
常州都市频道,http://zy.otioi.cn/live/place.php?id=czds
常州生活频道,http://zy.otioi.cn/live/place.php?id=czsh
常州公共频道,http://zy.otioi.cn/live/place.php?id=czgg

扬州新闻,http://cm-wshls.homecdn.com/live/8bb.m3u8
扬州生活,http://cm-wshls.homecdn.com/live/8bf.m3u8
扬州邗江,http://cm-wshls.homecdn.com/live/8c3.m3u8
浙江卫视,http://zy.otioi.cn、live/place.php?id=01
浙江钱江频道,http://zy.otioi.cn/live/place.php?id=02
浙江经济生活,http://zy.otioi.cn/live/place.php?id=03
浙江教科影视,http://zy.otioi.cn/live/place.php?id=04
浙江民生休闲,http://zy.otioi.cn/live/place.php?id=06
浙江新闻频道,http://zy.otioi.cn/live/place.php?id=07
浙江少儿频道,http://zy.otioi.cn/live/place.php?id=08
浙江国际频道,http://zy.otioi.cn/live/place.php?id=10
浙江购物频道,http://zy.otioi.cn/live/place.php?id=11
浙江之江纪录,http://zy.otioi.cn/live/place.php?id=12
杭州综合频道,http://zy.otioi.cn/live/place.php?id=hzzh
杭州西湖明珠,http://zy.otioi.cn/live/place.php?id=hzmz
杭州生活频道,http://zy.otioi.cn/live/place.php?id=hzsh
杭州影视频道,http://zy.otioi.cn/live/place.php?id=hzys
杭州青少体育,http://zy.otioi.cn/live/place.php?id=hzqs
杭州导视频道,http://zy.otioi.cn/live/place.php?id=hzds
广东卫视,http://zy.otioi.cn/live/place.php?id=gdws
广东珠江频道,http://zy.otioi.cn/live/place.php?id=dzj
广东珠江备用,http://218.13.170.98:9901/tsfile/live/1000_1.m3u8
广东大湾区卫视,http://zy.otioi.cn/live/place.php?id=gdnf
广东综艺频道,http://zy.otioi.cn/live/place.php?id=gdzy
广东新闻频道,http://zy.otioi.cn/live/place.php?id=gdxw
广东体育频道,http://zy.otioi.cn/live/place.php?id=gdty
广东公共频道,http://zy.otioi.cn/live/place.php?id=gdgg
广东影视频道,http://zy.otioi.cn/live/place.php?id=gdys
广东嘉佳卡通,http://zy.otioi.cn/live/place.php?id=gdkt
广东国际频道,http://zy.otioi.cn/live/place.php?id=gdgj
广东经济科教,http://zy.otioi.cn/live/place.php?id=gdjj
广东少儿频道,http://zy.otioi.cn/live/place.php?id=gdse
广东移动频道,http://zy.otioi.cn/live/place.php?id=gdyd
GRTN文化频道,http://zy.otioi.cn/live/place.php?id=gdwh
广州综合频道,http://zy.otioi.cn/live/place.php?id=gzzh
广州新闻频道,http://zy.otioi.cn/live/place.php?id=gzxw
广州法治频道,http://zy.otioi.cn/live/place.php?id=gzfz
广州竞赛频道,http://zy.otioi.cn/live/place.php?id=gzjs
广州影视频道,http://zy.otioi.cn/live/place.php?id=gzys
广州南国都市,http://zy.otioi.cn/live/place.php?id=gzds
佛山公共频道,http://zy.otioi.cn/live/place.php?id=fsgg
佛山综合频道,http://zy.otioi.cn/live/place.php?id=fszh
佛山影视频道,http://zy.otioi.cn/live/place.php?id=fsys
佛山南海频道,http://zy.otioi.cn/live/place.php?id=fsnh
佛山顺德频道,http://zy.otioi.cn/live/place.php?id=fssd
佛山高明频道,http://zy.otioi.cn/live/place.php?id=fsgm
佛山三水频道,http://zy.otioi.cn/live/place.php?id=fsss
江门生活频道,http://zy.otioi.cn/live/place.php?id=jmzh
江门综合频道,http://zy.otioi.cn/live/place.php?id=jmgg
汕头新闻综合,http://zy.otioi.cn/live/place.php?id=stxw
汕头经济生活,http://zy.otioi.cn/live/place.php?id=stjj
汕头影视文艺,http://zy.otioi.cn/live/place.php?id=stys
河南卫视,http://zy.otioi.cn/live/place.php?id=henws
河南都市频道,http://zy.otioi.cn/live/place.php?id=hends
河南民生频道,http://zy.otioi.cn/live/place.php?id=henms
河南法治频道,http://zy.otioi.cn/live/place.php?id=henfz
河南电视剧频道,http://zy.otioi.cn/live/place.php?id=henys
河南新闻频道,http://zy.otioi.cn/live/place.php?id=henxw
河南欢腾购物,http://zy.otioi.cn/live/place.php?id=hengw
河南公共频道,http://zy.otioi.cn/live/place.php?id=hengg
河南乡村频道,http://zy.otioi.cn/live/place.php?id=henxc
河南国际频道,http://zy.otioi.cn/live/place.php?id=hengj
河南梨园频道,http://zy.otioi.cn/live/place.php?id=henly
河南文物宝库,http://zy.otioi.cn/live/place.php?id=henww
河南武术频道,http://zy.otioi.cn/live/place.php?id=henas
河南睛彩中原,http://zy.otioi.cn/live/place.php?id=henjc
河南移动戏曲,http://zy.otioi.cn/live/place.php?id=henyd
河南象视界,http://zy.otioi.cn/live/place.php?id=hensn
河南中华特产,http://zy.otioi.cn/live/place.php?id=hentc
河北卫视,http://zy.otioi.cn/live/place.php?id=hebws
河北经济生活,http://zy.otioi.cn/live/place.php?id=hebjj
河北农民频道,http://zy.otioi.cn/live/place.php?id=hebnm
河北都市频道,http://zy.otioi.cn/live/place.php?id=hebds
河北影视频道,http://zy.otioi.cn/live/place.php?id=hebys
河北少儿科教,http://zy.otioi.cn/live/place.php?id=hebse
河北公共频道,http://zy.otioi.cn/live/place.php?id=hebgg
河北三佳购物,http://zy.otioi.cn/live/place.php?id=hebgw
安徽卫视,http://zy.otioi.cn/live/place.php?id=hbws
安徽经济生活,http://zy.otioi.cn/live/place.php?id=ahjj
安徽影视频道,http://zy.otioi.cn/live/place.php?id=ahys
安徽公共频道,http://zy.otioi.cn/live/place.php?id=ahgg
安徽综艺体育,http://zy.otioi.cn/live/place.php?id=ahzy
安徽农业科教,http://zy.otioi.cn/live/place.php?id=ahkj
安徽国际频道,http://zy.otioi.cn/live/place.php?id=ahgj
安徽移动电视,http://zy.otioi.cn/live/place.php?id=ahyd
东南卫视,http://zy.otioi.cn/live/place.php?id=dnws
福建综合频道,http://zy.otioi.cn/live/place.php?id=fjzh
福建新闻频道,http://zy.otioi.cn/live/place.php?id=fjxw
福建体育频道,http://zy.otioi.cn/live/place.php?id=fjty
福建公共频道,http://zy.otioi.cn/live/place.php?id=fjgg
福建电视剧频道,http://zy.otioi.cn/live/place.php?id=fjys
福建旅游频道,http://zy.otioi.cn/live/place.php?id=fjly
福建经济频道,http://zy.otioi.cn/live/place.php?id=fjjj
福建少儿频道,http://zy.otioi.cn/live/place.php?id=fjse
海峡卫视高清,http://zy.otioi.cn/live/place.php?id=hxws
泉州综合频道,http://zy.otioi.cn/live/place.php?id=qzzh
泉州闽南语频道,http://zy.otioi.cn/live/place.php?id=qzmn
山东卫视,http://zy.otioi.cn/live/place.php?id=sdtv
山东齐鲁频道,http://zy.otioi.cn/live/place.php?id=qlpd
山东体育频道,http://zy.otioi.cn/live/place.php?id=typd
山东生活频道,http://zy.otioi.cn/live/place.php?id=shpd
山东综艺频道,http://zy.otioi.cn/live/place.php?id=zypd
山东新闻频道,http://zy.otioi.cn/live/place.php?id=ggpd
山东农科频道,http://zy.otioi.cn/live/place.php?id=nkpd
山东文旅频道,http://zy.otioi.cn/live/place.php?id=yspd
山东少儿频道,http://zy.otioi.cn/live/place.php?id=sepd
山东购物频道,http://zy.otioi.cn/live/place.php?id=gwpd
济南新闻频道,http://zy.otioi.cn/live/place.php?id=jnxw
济南都市频道,http://zy.otioi.cn/live/place.php?id=jnds
济南文旅体育,http://zy.otioi.cn/live/place.php?id=jnwl
济南生活频道,http://zy.otioi.cn/live/place.php?id=jnsh
济南少儿频道,http://zy.otioi.cn/live/place.php?id=jnse
济南鲁中频道,http://zy.otioi.cn/live/place.php?id=jnlz
济南城市电视,http://zy.otioi.cn/live/place.php?id=jncs
济南地铁电视,http://zy.otioi.cn/live/place.php?id=jndt
济南移动电视,http://zy.otioi.cn/live/place.php?id=jnyd
日照新闻综合,http://zy.otioi.cn/live/place.php?id=rzzh
日照科教频道,http://zy.otioi.cn/live/place.php?id=rzkj
日照公共频道,http://zy.otioi.cn/live/place.php?id=rzgg
淄博民生频道,http://zy.otioi.cn/live/place.php?id=zbms
淄博文旅频道,http://zy.otioi.cn/live/place.php?id=zbwl
云南卫视高清,http://zy.otioi.cn/live/place.php?id=ynws
云南都市频道,http://zy.otioi.cn/live/place.php?id=ynds
云南影视频道,http://zy.otioi.cn/live/place.php?id=ynys
云南康旅频道,http://zy.otioi.cn/live/place.php?id=ynkl
云南少儿频道,http://zy.otioi.cn/live/place.php?id=ynse
云南娱乐频道,http://zy.otioi.cn/live/place.php?id=ynyl
海南卫视,http://zy.otioi.cn/live/place.php?id=hnws
三沙卫视,http://zy.otioi.cn/live/place.php?id=ssws
海南新闻频道,http://zy.otioi.cn/live/place.php?id=hnxw
海南公共频道,http://zy.otioi.cn/live/place.php?id=hngg
海南文旅频道,http://zy.otioi.cn/live/place.php?id=hnwl
海南少儿频道,http://zy.otioi.cn/live/place.php?id=hnse
成都新闻综合,http://zy.otioi.cn/live/place.php?id=cdxw
成都经济生活,http://zy.otioi.cn/live/place.php?id=cdjj
成都都市文体,http://zy.otioi.cn/live/place.php?id=cdds
成都影视频道,http://zy.otioi.cn/live/place.php?id=cdys
成都公共频道,http://zy.otioi.cn/live/place.php?id=cdgg
成都少儿频道,http://zy.otioi.cn/live/place.php?id=cdse
成都每日购物,http://zy.otioi.cn/live/place.php?id=cdgw
成都蓉城先锋,http://zy.otioi.cn/live/place.php?id=cdrc
简阳市电视台,http://zy.otioi.cn/live/place.php?id=jianyang
彭州市电视台,http://zy.otioi.cn/live/place.php?id=pengzhou
青白江电视台,http://zy.otioi.cn/live/place.php?id=qingbaijiang
郫都区电视台,http://zy.otioi.cn/live/place.php?id=pidu
双流区电视台,http://zy.otioi.cn/live/place.php?id=shuangliu
新都区电视台,http://zy.otioi.cn/live/place.php?id=xindu
青羊区电视台,http://zy.otioi.cn/live/place.php?id=qingyang
金牛区电视台,http://zy.otioi.cn/live/place.php?id=jntv
成华电视台,http://zy.otioi.cn/live/place.php?id=chenghua
武侯电视台,http://zy.otioi.cn/live/place.php?id=wuhou
蒲江电视台,http://zy.otioi.cn/live/place.php?id=pujiang
大邑电视台,http://zy.otioi.cn/live/place.php?id=dayi
金堂电视台,http://zy.otioi.cn/live/place.php?id=jintang
邛崃电视台,http://zy.otioi.cn/live/place.php?id=qionglai
温江电视台,http://zy.otioi.cn/live/place.php?id=wenjiang
锦江电视台,http://zy.otioi.cn/live/place.php?id=jinjiang
高新电视台,http://zy.otioi.cn/live/place.php?id=gaoxin
辽宁体育,http://42.176.185.28:9901/tsfile/live/1007_1.m3u8
辽宁都市,http://42.176.185.28:9901/tsfile/live/1005_1.m3u8
辽宁教育,http://42.176.185.28:9901/tsfile/live/1008_1.m3u8
辽宁影视,http://42.176.185.28:9901/tsfile/live/1012_1.m3u8
大连新闻频道,http://zy.otioi.cn/live/place.php?id=dlxw
大连生活频道,http://zy.otioi.cn/live/place.php?id=dlsh
大连文体频道,http://zy.otioi.cn/live/place.php?id=dlwt
大连购物频道,http://zy.otioi.cn/live/place.php?id=dlgw
吉林卫视,http://zy.otioi.cn/live/place.php?id=jlws
吉林都市频道,http://zy.otioi.cn/live/place.php?id=jlds 
吉林生活频道,http://zy.otioi.cn/live/place.php?id=jlsh 
吉林影视频道,http://zy.otioi.cn/live/place.php?id=jlys 
吉林乡村频道,http://zy.otioi.cn/live/place.php?id=jlxc 
吉林公共新闻,http://zy.otioi.cn/live/place.php?id=jlgg 
吉林综艺文化,http://zy.otioi.cn/live/place.php?id=jlzy 
吉林东北戏曲,http://zy.otioi.cn/live/place.php?id=jlxq
吉林家有购物,http://zy.otioi.cn/live/place.php?id=jlgw
齐齐哈尔新闻综合,http://zy.otioi.cn/live/place.php?id=qqhrxw
齐齐哈尔公共频道,http://zy.otioi.cn/live/place.php?id=qqhrgg

生活频道,#genre#
德爷单挑荒野,https://live.metshop.top/yy/27772604
荒野求生德爷,https://live.metshop.top/yy/36949900
单挑荒野第一季,https://live.metshop.top/yy/1354933535
贝爷求生,https://xn--5nqxcz3am3cb7e94xzy6aa2935d.xyz/php/douyu.php?id=454867
野外生存,https://xn--5nqxcz3am3cb7e94xzy6aa2935d.xyz/php/douyu.php?id=1339207
舌尖上的火锅,https://xn--5nqxcz3am3cb7e94xzy6aa2935d.xyz/php/douyu.php?id=9650849
舌尖上的中国第一季,https://live.metshop.top/yy/1354930952
舌尖上的中国第2季,https://live.metshop.top/yy/1354930943
最后的狮子-探险纪录片,https://live.metshop.top/yy/1382735577
一卷风云琅琊榜,https://live.metshop.top/yy/26958525
探秘中华美食,https://live.metshop.top/yy/1354930954
今晚80后脱口秀,https://live.metshop.top/yy/1382745098
农家小菜,https://live.metshop.top/yy/1382736894
憨豆先生,https://live.metshop.top/yy/1354930189
憨豆先生-经典喜剧,https://live.metshop.top/yy/1354936239
王朝-自然-纪录片,https://live.metshop.top/yy/1354930927
田园生活,https://live.metshop.top/yy/1382736898
老广的味道 第3季-美食纪录片,https://live.metshop.top/yy/1382735565
野性欧洲,https://live.metshop.top/yy/1354926622
风味原产地潮汕,https://live.metshop.top/yy/1382745178
渔戈兄弟赶海,https://www.goodiptv.club/douyu/9091847
赶海大弟,https://www.goodiptv.club/douyu/9348766
阿忙赶海,https://www.goodiptv.club/douyu/9348876

韩国频道,#genre#
MBC综合频道,http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
CJM频道,http://1.222.207.80:1935/live/cjbtv/playlist.m3u8
韩国新闻,http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
韩国EBS少儿童,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/chunklist_w1965791004.m3u8?zshijd
韩国娱乐台,mitv://generationnexxxt.com:19806/80d680dc15ec44bea9c3a3160ecdcb14
韩国国防,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
朝鲜新闻,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
韩国太妍41,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240160716008.mp4
韩国太妍40,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240370230905.mp4
韩国太妍39,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240250429573.mp4
韩国太妍38,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240368550193.mp4
韩国太妍37,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240139720035.mp4
韩国太妍36,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240248465975.mp4
韩国太妍35,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240139316317.mp4
韩国太妍34,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240361330093.mp4
韩国太妍33,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240478207039.mp4
